14 74 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 1, 3]), array([2, 0, 3, 0])]
14 75 [array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 1, 3]), array([2, 0, 3, 0])]
14 76 [array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2])]
14 77 [array([2, 0, 3, 1]), array([2, 0, 1, 3]), array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([0, 1, 2, 0])]
14 78 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 4])]
14 79 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([0, 1, 2, 0])]
14 80 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([2, 0, 3, 1]), array([0, 2, 0, 0])]
14 81 [array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
14 82 [array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
14 83 [array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
14 84 [array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([1, 1, 0, 3])]
14 85 [array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 4])]
14 86 [array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([2, 0, 1, 3])]
14 87 [array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 4])]
14 88 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3])]
14 89 [array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0])]
14 90 [array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
14 91 [array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([2, 0, 3, 0])]
14 92 [array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([0, 2, 2, 2]), array([1, 1, 0, 4])]
14 93 [array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0])]
14 94 [array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([0, 1, 2, 0])]
14 95 [array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
14 96 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([2, 0, 1, 3])]
14 97 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 1, 3])]
14 98 [array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([1, 1, 0, 0])]
14 99 [array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3])]
15 0 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
15 1 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
15 2 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
15 3 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
15 4 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0])]
15 5 [array([1, 1, 0, 2]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
15 6 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
15 7 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
15 8 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2])]
15 9 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 1, 3])]
15 10 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([2, 0, 3, 0])]
15 11 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0])]
15 12 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2])]
15 13 [array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([2, 0, 3, 0])]
15 14 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 1, 3]), array([1, 1, 0, 2])]
15 15 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([2, 0, 1, 3])]
15 16 [array([0, 2, 3, 1]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
15 17 [array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2])]
15 18 [array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([0, 1, 2, 0])]
15 19 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2])]
15 20 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 3])]
15 21 [array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([2, 0, 3, 1])]
15 22 [array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
15 23 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 2])]
15 24 [array([2, 0, 1, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0])]
15 25 [array([2, 0, 1, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
15 26 [array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0])]
15 27 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
15 28 [array([0, 0, 1, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 1, 2, 0])]
15 29 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
15 30 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([0, 2, 0, 0])]
15 31 [array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0])]
15 32 [array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 2])]
15 33 [array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 4])]
15 34 [array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
15 35 [array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([2, 0, 3, 0])]
15 36 [array([0, 2, 4, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 1, 3]), array([0, 1, 2, 0])]
15 37 [array([0, 1, 2, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0])]
15 38 [array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0])]
15 39 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
15 40 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([1, 1, 0, 3])]
15 41 [array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 0])]
15 42 [array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0])]
15 43 [array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 4])]
15 44 [array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2])]
15 45 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2])]
15 46 [array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
15 47 [array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2])]
15 48 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1])]
15 49 [array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
15 50 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1])]
15 51 [array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3])]
15 52 [array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([0, 1, 2, 0])]
15 53 [array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([0, 2, 0, 0])]
15 54 [array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
15 55 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0])]
15 56 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0])]
15 57 [array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 4])]
15 58 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 2]), array([1, 1, 0, 3])]
15 59 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([2, 0, 1, 3])]
15 60 [array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 1, 3])]
15 61 [array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
15 62 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([1, 1, 0, 4])]
15 63 [array([0, 1, 1, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1])]
15 64 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
15 65 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([0, 2, 2, 1]), array([0, 2, 0, 0])]
15 66 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([1, 1, 1, 0])]
15 67 [array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([2, 0, 3, 0])]
15 68 [array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
15 69 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 0])]
15 70 [array([2, 0, 1, 3]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1])]
15 71 [array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([1, 1, 0, 0])]
15 72 [array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([2, 0, 1, 3]), array([2, 0, 3, 0])]
15 73 [array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 2]), array([2, 0, 1, 2])]
15 74 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0])]
15 75 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 4]), array([0, 2, 0, 0])]
15 76 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1])]
15 77 [array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4])]
15 78 [array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
15 79 [array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3])]
15 80 [array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([1, 1, 0, 3])]
15 81 [array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
15 82 [array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([0, 1, 2, 0])]
15 83 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2])]
15 84 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 1]), array([2, 0, 3, 0])]
15 85 [array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 2, 0]), array([2, 0, 3, 1])]
15 86 [array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
15 87 [array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([2, 0, 3, 0])]
15 88 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0])]
15 89 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 1])]
15 90 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 2])]
15 91 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 2])]
15 92 [array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
15 93 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 2])]
15 94 [array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([0, 1, 2, 0])]
15 95 [array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([2, 0, 3, 0])]
15 96 [array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
15 97 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 3])]
15 98 [array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0])]
15 99 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1])]
16 0 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
16 1 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
16 2 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
16 3 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
16 4 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0])]
16 5 [array([1, 1, 0, 2]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
16 6 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
16 7 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
16 8 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2])]
16 9 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 1, 3])]
16 10 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
16 11 [array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
16 12 [array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([2, 0, 3, 0])]
16 13 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 4])]
16 14 [array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
16 15 [array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 2, 0, 0])]
16 16 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0])]
16 17 [array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
16 18 [array([1, 1, 0, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([0, 1, 1, 0]), array([0, 2, 0, 0])]
16 19 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([2, 0, 1, 3])]
16 20 [array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0])]
16 21 [array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3])]
16 22 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 4])]
16 23 [array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 1, 2, 0])]
16 24 [array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2])]
16 25 [array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
16 26 [array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([2, 0, 1, 3]), array([2, 0, 3, 1]), array([2, 0, 3, 0])]
16 27 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 1]), array([1, 1, 0, 3])]
16 28 [array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 2, 0, 0])]
16 29 [array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 2])]
16 30 [array([2, 0, 1, 3]), array([2, 0, 3, 1]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
16 31 [array([2, 0, 3, 1]), array([1, 1, 0, 2]), array([2, 0, 1, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
16 32 [array([0, 2, 0, 0]), array([1, 1, 3, 1]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
16 33 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
16 34 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
16 35 [array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
16 36 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0])]
16 37 [array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3])]
16 38 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1])]
16 39 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1])]
16 40 [array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 1, 2, 0])]
16 41 [array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([0, 1, 2, 0])]
16 42 [array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0])]
16 43 [array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
16 44 [array([1, 1, 0, 2]), array([2, 0, 3, 1]), array([1, 1, 2, 2]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
16 45 [array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([2, 0, 1, 3])]
16 46 [array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 4])]
16 47 [array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([2, 0, 1, 3])]
16 48 [array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3])]
16 49 [array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0])]
16 50 [array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([1, 1, 0, 2])]
16 51 [array([2, 0, 3, 1]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3])]
16 52 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2])]
16 53 [array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 1, 3])]
16 54 [array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0])]
16 55 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 3])]
16 56 [array([1, 1, 0, 2]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0])]
16 57 [array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([1, 1, 0, 0])]
