16 58 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([2, 0, 0, 1]), array([1, 1, 0, 4]), array([1, 1, 0, 3])]
16 59 [array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
16 60 [array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0])]
16 61 [array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([1, 1, 0, 2]), array([0, 1, 2, 0])]
16 62 [array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 0])]
16 63 [array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0])]
16 64 [array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1])]
16 65 [array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([2, 0, 3, 0])]
16 66 [array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([2, 0, 3, 0])]
16 67 [array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 2])]
16 68 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([0, 1, 2, 0])]
16 69 [array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 2]), array([1, 1, 0, 0])]
16 70 [array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 0, 0, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 3])]
16 71 [array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
16 72 [array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
16 73 [array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3])]
16 74 [array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([0, 1, 2, 0])]
16 75 [array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0])]
16 76 [array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
16 77 [array([0, 2, 0, 0]), array([0, 0, 0, 1]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
16 78 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([0, 2, 0, 0])]
16 79 [array([2, 0, 1, 3]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0])]
16 80 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([1, 1, 0, 0])]
16 81 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([1, 1, 0, 3])]
16 82 [array([1, 1, 0, 2]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
16 83 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 4]), array([0, 1, 2, 0])]
16 84 [array([1, 1, 0, 0]), array([2, 0, 1, 3]), array([0, 2, 0, 4]), array([1, 1, 0, 2]), array([2, 0, 3, 1])]
16 85 [array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 4])]
16 86 [array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
16 87 [array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
16 88 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([2, 0, 3, 0])]
16 89 [array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([2, 0, 1, 3])]
16 90 [array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1])]
16 91 [array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 2, 1, 0]), array([2, 0, 3, 0])]
16 92 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1])]
16 93 [array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([0, 1, 2, 0])]
16 94 [array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([0, 2, 1, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
16 95 [array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 0])]
16 96 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 2])]
16 97 [array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([2, 0, 1, 3]), array([0, 1, 2, 0])]
16 98 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([0, 1, 2, 0])]
16 99 [array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1])]
17 0 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
17 1 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
17 2 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
17 3 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
17 4 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0])]
17 5 [array([1, 1, 0, 2]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
17 6 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
17 7 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
17 8 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2])]
17 9 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 1, 3])]
17 10 [array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
17 11 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
17 12 [array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3])]
17 13 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 4])]
17 14 [array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
17 15 [array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1])]
17 16 [array([1, 1, 0, 3]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
17 17 [array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 4])]
17 18 [array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3])]
17 19 [array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 2])]
17 20 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 2])]
17 21 [array([2, 0, 3, 1]), array([1, 1, 0, 2]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
17 22 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
17 23 [array([0, 0, 0, 2]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 0])]
17 24 [array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([2, 0, 3, 0])]
17 25 [array([1, 1, 0, 4]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
17 26 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0])]
17 27 [array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0])]
17 28 [array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([2, 0, 1, 3]), array([2, 0, 3, 1]), array([1, 1, 0, 4])]
17 29 [array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2])]
17 30 [array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 2])]
17 31 [array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([1, 1, 0, 4])]
17 32 [array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0])]
17 33 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1])]
17 34 [array([2, 0, 1, 3]), array([1, 1, 0, 2]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 1, 2, 0])]
17 35 [array([1, 1, 0, 2]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 0])]
17 36 [array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
17 37 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 4]), array([0, 1, 2, 0])]
17 38 [array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([0, 2, 1, 3]), array([1, 1, 0, 2]), array([1, 1, 0, 0])]
17 39 [array([2, 0, 1, 3]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
17 40 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
17 41 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
17 42 [array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
17 43 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([1, 1, 0, 4])]
17 44 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
17 45 [array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([0, 1, 2, 0])]
17 46 [array([0, 1, 2, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 0]), array([0, 2, 1, 2]), array([1, 1, 0, 2])]
17 47 [array([2, 0, 1, 3]), array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([1, 1, 0, 3])]
17 48 [array([1, 1, 0, 2]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
17 49 [array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
17 50 [array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 1, 2]), array([1, 1, 0, 3])]
17 51 [array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0])]
17 52 [array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 4])]
17 53 [array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([2, 0, 1, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 3])]
17 54 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([2, 0, 3, 1])]
17 55 [array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3])]
17 56 [array([0, 2, 0, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3])]
17 57 [array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0])]
17 58 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
17 59 [array([0, 1, 2, 0]), array([1, 1, 0, 2]), array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([2, 0, 3, 0])]
17 60 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
17 61 [array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
17 62 [array([2, 0, 1, 3]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([0, 2, 3, 0])]
17 63 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 4]), array([2, 0, 3, 1])]
17 64 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([1, 1, 0, 3])]
17 65 [array([1, 1, 0, 3]), array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
17 66 [array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([1, 1, 0, 0])]
17 67 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 4])]
17 68 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 4])]
17 69 [array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 4])]
17 70 [array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0])]
17 71 [array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2])]
17 72 [array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 2])]
17 73 [array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([2, 0, 3, 0])]
17 74 [array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0])]
17 75 [array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3])]
17 76 [array([1, 1, 0, 4]), array([0, 2, 1, 1]), array([2, 0, 1, 3]), array([1, 1, 0, 0]), array([1, 1, 0, 2])]
17 77 [array([0, 2, 0, 0]), array([2, 0, 1, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 4])]
17 78 [array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3])]
17 79 [array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 3])]
17 80 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([2, 0, 3, 0])]
17 81 [array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 0])]
17 82 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([1, 1, 0, 4])]
17 83 [array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0])]
17 84 [array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
17 85 [array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
17 86 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3])]
17 87 [array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([0, 2, 0, 0])]
17 88 [array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 0])]
17 89 [array([2, 0, 1, 3]), array([2, 0, 0, 2]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
17 90 [array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 2])]
17 91 [array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
17 92 [array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0])]
17 93 [array([2, 0, 3, 0]), array([0, 2, 2, 2]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
17 94 [array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1])]
17 95 [array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([2, 0, 3, 1])]
17 96 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0])]
17 97 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([0, 2, 0, 0])]
17 98 [array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
17 99 [array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
18 0 [array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
18 1 [array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0])]
18 2 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0])]
18 3 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
18 4 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 0])]
18 5 [array([1, 1, 0, 2]), array([2, 0, 1, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0])]
18 6 [array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0])]
18 7 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
18 8 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 2])]
18 9 [array([1, 1, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([2, 0, 1, 3])]
18 10 [array([2, 0, 3, 1]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 4]), array([1, 1, 0, 0])]
18 11 [array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 3]), array([1, 1, 0, 4])]
18 12 [array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
18 13 [array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
18 14 [array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
18 15 [array([1, 1, 0, 3]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0])]
18 16 [array([0, 2, 0, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 1, 2, 0])]
18 17 [array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 3])]
18 18 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([1, 1, 0, 3])]
18 19 [array([0, 2, 0, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
18 20 [array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 4])]
18 21 [array([2, 0, 3, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([1, 1, 0, 4])]
18 22 [array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
18 23 [array([1, 1, 0, 4]), array([0, 2, 0, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 0]), array([2, 0, 3, 1])]
18 24 [array([2, 0, 1, 3]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 1]), array([2, 0, 3, 0])]
18 25 [array([1, 1, 0, 3]), array([1, 1, 0, 0]), array([2, 0, 1, 3]), array([2, 0, 3, 0]), array([2, 0, 3, 1])]
18 26 [array([1, 1, 0, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([2, 0, 3, 1])]
18 27 [array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 1, 3])]
18 28 [array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([0, 2, 0, 0]), array([2, 0, 3, 1])]
18 29 [array([0, 2, 0, 0]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 0])]
18 30 [array([2, 0, 3, 1]), array([0, 2, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([2, 0, 0, 0])]
18 31 [array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([2, 0, 3, 1]), array([1, 1, 0, 0]), array([1, 1, 0, 2])]
18 32 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([0, 1, 2, 0])]
18 33 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
18 34 [array([0, 1, 2, 0]), array([2, 0, 1, 3]), array([1, 1, 0, 2]), array([0, 2, 0, 0]), array([1, 1, 0, 0])]
18 35 [array([0, 2, 0, 0]), array([1, 1, 0, 0]), array([2, 0, 3, 0]), array([1, 1, 0, 3]), array([0, 2, 1, 0])]
18 36 [array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([1, 1, 0, 4]), array([0, 1, 2, 0]), array([0, 2, 0, 0])]
18 37 [array([2, 0, 3, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([0, 1, 2, 0])]
18 38 [array([1, 1, 0, 0]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([1, 1, 0, 3]), array([2, 0, 3, 1])]
18 39 [array([1, 1, 0, 3]), array([1, 1, 0, 2]), array([0, 1, 2, 0]), array([2, 0, 3, 0]), array([0, 2, 2, 2])]
18 40 [array([2, 0, 3, 1]), array([1, 1, 0, 3]), array([0, 1, 2, 0]), array([1, 1, 0, 0]), array([1, 1, 0, 4])]
18 41 [array([2, 0, 3, 1]), array([0, 1, 2, 0]), array([1, 1, 0, 4]), array([1, 1, 0, 3]), array([2, 0, 3, 0])]
